,AgglomerativeClustering,DBSCAN,HDBSCAN,KMeans,MeanShift,SpectralClustering
cSIL,-0.8541776581434302,,-0.1578426521523998,-0.5785714285714285,,-0.1732445761974988
GD43,0.018990791531519096,,-0.40207983361528765,0.8635613375721124,,0.33371438612359106
GD53,0.559971791173261,,-0.7810801256710665,-0.2732789042949723,,0.2444862999764776
PS,0.48718654332042594,,-0.2637308263236022,0.1,,0.4140941133592729
WB,0.08474224982894701,,0.37654626422563087,-0.9071428571428571,,-0.1336944111077138
XB,-0.13022661666673407,,-0.3033151904997526,0.7107142857142856,,0.17103926085902602
SSE,0.0688073573691537,,-0.5269668480950025,-0.43214285714285716,,-0.2538380377391385
RS,-0.8344262060266499,,-0.5903018307768432,-0.8892857142857141,,-0.45106641584567475
DH,-0.3699835971434115,,0.4388916378030678,0.3892857142857143,,0.07430297230678518
B,0.11224642378679808,,0.5873330034636319,-0.6928571428571427,,0.004973875330466235
BH,0.5417704233794746,,0.3359722909450767,0.22499999999999998,,0.20343778557914127
D,0.15149688170951975,,-0.5928680471961109,0.28892987183747787,,0.3826331581426656
H,-0.848506879954442,,-0.7130133597229095,-0.9035714285714285,,-0.39058494704609764
DBCV,0.7135989960257714,,-0.8684669657468053,0.06280916963166586,,-0.09763167877313092
I,-0.21936292329374915,,-0.5893122216724394,-0.9178571428571428,,-0.35166147326357583
C,0.24726731187173565,,0.4319643740722414,-0.4035714285714285,,0.31811356853366285
VIASCKDE,,,,,,
COP,0.6672447714685379,,0.7377535873330033,-0.3285714285714285,,0.36026551089225584
Sym,0.05351393982378324,,-0.6110836219693221,-0.6107142857142857,,-0.27797788676061064
CS,-0.8298490126499865,,-0.15883226125680355,-0.4928571428571428,,-0.19270414058762972
SF,,,-0.6563946644700144,,,
SD,0.04825975677469355,,-0.5972290945076696,0.38214285714285706,,0.17871029751576045
SDbw,,,,,,
XB*,-0.30544065690183436,,-0.5912356174096718,0.8635613375721124,,0.222822965439099
S,0.32388110945640525,,0.42008906481939634,-0.8107142857142857,,0.1645136639035192
DB,-0.7901120160148134,,-0.14101929737753588,-0.5285714285714285,,0.04362847347639258
CH,0.501365313188652,,0.8337456704601682,-0.3892857142857143,,0.23068622569551725
AD-S,0.09285388436051213,,0.8565066798614547,-0.46071428571428563,,0.28344675241965267
AD-DB,-0.7344807223156873,,0.8000989609104403,-0.4999999999999999,,-0.1928764801522909
AD-CH,0.4562174447023443,,0.6625432953983177,-0.3892857142857143,,0.15888023339701876
AD-idea,0.3910366411972693,,0.7070757050964869,0.5821428571428571,,0.8748312643407546
