,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.956,0.464,0.871,0.695,0.799,0.003,0.002s
GD43 (↑),4.341,0.601,2.162,0.822,1.292,0.040,0.001s
GD53 (↑),0.053,0.478*,0.435*,0.370*,0.365*,0.496*,0.001s
PS (↑),2.560,1.772,1.608,1.419,1.940,2.393,0.001s
rCIP (↓),0.002,0.091,0.005,0.001*,0.009,0.786,0.001s
WB (↓),0.223,9.272,1.287,4.151,1.932,1108.027,0.000s
XB (↓),0.046,1.146,0.153,0.446,0.241,231.392,0.000s
SSE (↓),46.467,553.463,263.456,454.058,330.583,671.025,0.000s
RS (↑),0.793,-0.652,0.249,-0.067,0.013,-1.991,0.000s
DH (↓),0.167,0.715,0.355,0.496,0.440,0.996,0.013s
B (↓),0.050,2.271,0.294,0.785,0.484,250.635,0.000s
BH (↓),15.489,276.732,131.728,227.029,165.291,223.675,0.000s
D (↑),0.102,0.150*,0.556*,0.207*,0.247*,0.080,0.001s
H (↓),0.124,1.070,0.255,0.469,0.382,2.985,0.000s
DBCV (↑),0.524,-1.000,-0.981,-0.940,-0.954,-1.000,143.606s
I (↑),6.614,0.159,1.439,0.417,0.828,0.001,0.000s
C (↓),0.010,0.341,0.078,0.246,0.139,0.551,0.067s
CDbw (↑),0.191,0.009,0.026,0.030,0.031,0.012,18.968s
VIASCKDE (↑),0.721,0.568,0.664,0.709,0.677,-0.131,0.063s
COP (↓),0.174,0.352,0.236,0.321,0.254,0.405,0.017s
Sym (↑),0.087,0.002,0.008,0.023,0.006,0.000,0.003s
CS (↓),0.490,2.534,1.132,1.361,1.386,30.706,0.004s
SF (↑),0.532,0.231,0.415,0.319,0.345,0.087,0.001s
SD (↓),2223890.271,29749889.472,12231586.967,21154981.948,17899208.516,32558036.187,0.093s
SDbw (↓),0.142,1.602,0.476,1.448,0.853,2.677,0.003s
XB* (↓),0.115,1.198,0.176,0.603,0.331,232.576,0.001s
S (↑),0.775,0.265,0.599,0.412,0.518,-0.021,0.044s
DB (↓),0.364,2.012,0.632,1.058,0.881,27.682,0.002s
CH (↑),6719.831,215.262,1550.800,480.877,1033.250,1.350,0.001s
ED-S (↑),0.768,-0.023,0.812*,0.067,0.654,-0.249,4.850s
ED-DB (↓),0.481,4.746,0.216*,6.252,0.298*,9.020,1.280s
ED-CH (↑),4758.120,399.505,3309.793,77.717,3493.249,103.441,2.704s
MST-S (↑),0.823,-0.132,0.777,-0.035,0.592,-0.251,2.754s
MST-DB (↓),0.369,3.919,0.327*,7.896,0.474,8.388,1.080s
MST-CH (↑),5426.067,379.742,2790.893,61.125,2521.034,79.775,1.236s
MST2-S (↑),0.824,0.362,0.788,0.075,0.636,-0.020,0.091s
MST2-DB (↓),0.369,3.919,0.327*,7.896,0.474,8.388,0.077s
MST2-CH (↑),5426.067,379.742,2790.893,61.125,2521.034,79.775,0.115s
