,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.767,0.907*,0.315,0.921*,0.840*,-0.023,0.003s
GD43 (↑),2.403,3.951*,0.535,4.482*,1.971,0.050,0.003s
GD53 (↑),0.442,0.420,0.372,0.448*,0.342,0.456*,0.001s
PS (↑),1.840,1.614,1.611,1.483,1.901*,1.614,0.000s
rCIP (↓),0.000,0.051,0.035,0.001,0.123,2.182,0.003s
WB (↓),0.786,0.833,12.156,0.802,1.471,483.340,0.002s
XB (↓),0.458,0.099*,1.450,0.090*,0.184*,234.567,0.000s
SSE (↓),80.416,113.888,332.625,110.910,164.171,384.963,0.000s
RS (↑),0.377,0.393*,-0.556,0.458*,0.165,-1.970,0.000s
DH (↓),0.346,0.371,0.729,0.337*,0.464,0.993,0.019s
B (↓),0.175,0.191,2.778,0.165*,0.368,110.084,0.001s
BH (↓),26.805,56.944,166.312,55.455,82.086,128.321,0.000s
D (↑),0.119,0.431*,0.098,0.332*,0.192*,0.008,0.004s
H (↓),0.698,0.186*,1.065,0.157*,0.297*,2.975,0.001s
DBCV (↑),0.212,-0.972,-0.988,-0.935,-0.951,-0.994,4.993s
I (↑),0.945,1.017*,0.075,1.157*,0.547,0.001,0.001s
C (↓),0.075,0.059*,0.409,0.049*,0.164,0.465,0.056s
CDbw (↑),0.053,0.016,0.045,0.024,0.030,0.023,0.004s
VIASCKDE (↑),0.768,0.768,0.715,0.784*,0.752,-0.163,0.078s
COP (↓),0.185,0.225,0.331,0.226,0.255,0.378,0.015s
Sym (↑),0.073,0.023,0.010,0.073,0.015,0.001,0.004s
CS (↓),1.600,0.950*,3.820,0.968*,1.201*,33.597,0.005s
SF (↑),0.424,0.466*,0.337,0.482*,0.422,0.171,0.000s
SD (↓),64218414.040,96179201.309,230684072.809,87407620.868,137939132.217,296569014.346,0.045s
SDbw (↓),1.162,0.957*,2.358,0.848*,1.515,2.864,0.003s
XB* (↓),0.497,0.118*,1.951,0.101*,0.268*,248.041,0.000s
S (↑),0.472,0.601*,0.199,0.627*,0.468,-0.029,0.019s
DB (↓),0.891,0.562*,1.913,0.501*,0.754*,22.658,0.000s
CH (↑),1902.699,2396.367*,164.203,2487.512*,1356.717,3.094,0.000s
ED-S (↑),0.602,0.358,0.437,0.643*,0.150,-0.104,6.717s
ED-DB (↓),0.685,2.167,1.242,1.236,1.350,5.194,1.990s
ED-CH (↑),968.623,724.446,1242.426*,1429.577*,684.212,222.257,1.947s
MST-S (↑),0.588,0.480,0.185,0.535,0.316,-0.053,2.972s
MST-DB (↓),0.827,0.989,1.735,0.873,1.255,4.592,1.104s
MST-CH (↑),1053.057,1239.225*,999.067,1741.203*,1180.219*,212.304,1.094s
